text,video_path,num_frames,width,height,masks_path,videoid,box_path
car moving forward,./videos/8c62f65179eb,84,1912,1012,./masks/8c62f65179eb/1,8c62f65179eb_1,./boxs/8c62f65179eb/1
black car moving and changing lanes twice,./videos/8c62f65179eb,84,1912,1012,./masks/8c62f65179eb/2,8c62f65179eb_2,./boxs/8c62f65179eb/2
silver car going along a lane,./videos/8c62f65179eb,84,1912,1012,./masks/8c62f65179eb/3,8c62f65179eb_3,./boxs/8c62f65179eb/3
white car changing lanes,./videos/8c62f65179eb,84,1912,1012,./masks/8c62f65179eb/4,8c62f65179eb_4,./boxs/8c62f65179eb/4
a car that overtakes another vehicle to the right and then to the left with the turn signal on,./videos/8c62f65179eb,84,1912,1012,./masks/8c62f65179eb/5,8c62f65179eb_5,./boxs/8c62f65179eb/5
the silver car overtaken on the right,./videos/8c62f65179eb,84,1912,1012,./masks/8c62f65179eb/6,8c62f65179eb_6,./boxs/8c62f65179eb/6
white car being overtaken and then switching to the right lane for overtaking,./videos/8c62f65179eb,84,1912,1012,./masks/8c62f65179eb/7,8c62f65179eb_7,./boxs/8c62f65179eb/7
black car move surpass the white car,./videos/8c62f65179eb,84,1912,1012,./masks/8c62f65179eb/8,8c62f65179eb_8,./boxs/8c62f65179eb/8
silver car move forward,./videos/8c62f65179eb,84,1912,1012,./masks/8c62f65179eb/9,8c62f65179eb_9,./boxs/8c62f65179eb/9
white suv move forward,./videos/8c62f65179eb,84,1912,1012,./masks/8c62f65179eb/10,8c62f65179eb_10,./boxs/8c62f65179eb/10
car shifting forward,./videos/8c62f65179eb,84,1912,1012,./masks/8c62f65179eb/11,8c62f65179eb_11,./boxs/8c62f65179eb/11
black car shifting and changing lanes twice,./videos/8c62f65179eb,84,1912,1012,./masks/8c62f65179eb/12,8c62f65179eb_12,./boxs/8c62f65179eb/12
a car that overtakes another vehicle to the right-side and then to the left-side with the turn signal on,./videos/8c62f65179eb,84,1912,1012,./masks/8c62f65179eb/13,8c62f65179eb_13,./boxs/8c62f65179eb/13
the silver car overtaken on the right-side,./videos/8c62f65179eb,84,1912,1012,./masks/8c62f65179eb/14,8c62f65179eb_14,./boxs/8c62f65179eb/14
white car being overtaken and then switching to the right-side lane for overtaking,./videos/8c62f65179eb,84,1912,1012,./masks/8c62f65179eb/15,8c62f65179eb_15,./boxs/8c62f65179eb/15
black car shift surpass the white car,./videos/8c62f65179eb,84,1912,1012,./masks/8c62f65179eb/16,8c62f65179eb_16,./boxs/8c62f65179eb/16
silver car shift forward,./videos/8c62f65179eb,84,1912,1012,./masks/8c62f65179eb/17,8c62f65179eb_17,./boxs/8c62f65179eb/17
white suv shift forward,./videos/8c62f65179eb,84,1912,1012,./masks/8c62f65179eb/18,8c62f65179eb_18,./boxs/8c62f65179eb/18
the car that keeps changing lanes.,./videos/8c62f65179eb,84,1912,1012,./masks/8c62f65179eb/19,8c62f65179eb_19,./boxs/8c62f65179eb/19
the continuously swerving car.,./videos/8c62f65179eb,84,1912,1012,./masks/8c62f65179eb/20,8c62f65179eb_20,./boxs/8c62f65179eb/20
the vehicle that is making consecutive lane changes.,./videos/8c62f65179eb,84,1912,1012,./masks/8c62f65179eb/21,8c62f65179eb_21,./boxs/8c62f65179eb/21
the car that is switching lanes one after another.,./videos/8c62f65179eb,84,1912,1012,./masks/8c62f65179eb/22,8c62f65179eb_22,./boxs/8c62f65179eb/22
the car that is constantly changing its direction.,./videos/8c62f65179eb,84,1912,1012,./masks/8c62f65179eb/23,8c62f65179eb_23,./boxs/8c62f65179eb/23
the car that was overtaken and is now changing lanes to prepare for overtaking.,./videos/8c62f65179eb,84,1912,1012,./masks/8c62f65179eb/24,8c62f65179eb_24,./boxs/8c62f65179eb/24
the vehicle that was passed by another car and is now switching lanes to overtake.,./videos/8c62f65179eb,84,1912,1012,./masks/8c62f65179eb/25,8c62f65179eb_25,./boxs/8c62f65179eb/25
the car that got overtaken and is now changing lanes to prepare for overtaking another vehicle.,./videos/8c62f65179eb,84,1912,1012,./masks/8c62f65179eb/26,8c62f65179eb_26,./boxs/8c62f65179eb/26
the car that was passed by another vehicle and is now switching lanes to overtake it.,./videos/8c62f65179eb,84,1912,1012,./masks/8c62f65179eb/27,8c62f65179eb_27,./boxs/8c62f65179eb/27
the vehicle that was overtaken and is now getting ready to overtake another car.,./videos/8c62f65179eb,84,1912,1012,./masks/8c62f65179eb/28,8c62f65179eb_28,./boxs/8c62f65179eb/28
car operating forward and switching lane,./videos/8c62f65179eb,84,1912,1012,./masks/8c62f65179eb/29,8c62f65179eb_29,./boxs/8c62f65179eb/29
the bird in the migrating flock that occupies the second position.,./videos/e9826bfb5d64,60,1280,720,./masks/e9826bfb5d64/0,e9826bfb5d64_0,./boxs/e9826bfb5d64/0
a car that overtakes another vehicle towards the right and then towards the left with the turn signal on,./videos/8c62f65179eb,84,1912,1012,./masks/8c62f65179eb/30,8c62f65179eb_30,./boxs/8c62f65179eb/30
the avian creature positioned as the second member in the migrating bird group.,./videos/e9826bfb5d64,60,1280,720,./masks/e9826bfb5d64/1,e9826bfb5d64_1,./boxs/e9826bfb5d64/1
"the bird in the migrating group, taking up the second spot.",./videos/e9826bfb5d64,60,1280,720,./masks/e9826bfb5d64/2,e9826bfb5d64_2,./boxs/e9826bfb5d64/2
white car being overtaken and then switching towards the right lane for overtaking,./videos/8c62f65179eb,84,1912,1012,./masks/8c62f65179eb/31,8c62f65179eb_31,./boxs/8c62f65179eb/31
the second bird within the migrating flock.,./videos/e9826bfb5d64,60,1280,720,./masks/e9826bfb5d64/3,e9826bfb5d64_3,./boxs/e9826bfb5d64/3
"the bird in the migrating formation, holding the second place.",./videos/e9826bfb5d64,60,1280,720,./masks/e9826bfb5d64/4,e9826bfb5d64_4,./boxs/e9826bfb5d64/4
girl sitting and having her hair fixed by others,./videos/549ff1f5fb95,90,854,480,./masks/549ff1f5fb95/0,549ff1f5fb95_0,./boxs/549ff1f5fb95/0
person helping little girl with hair,./videos/549ff1f5fb95,90,854,480,./masks/549ff1f5fb95/1,549ff1f5fb95_1,./boxs/549ff1f5fb95/1
a girl being braided hair,./videos/549ff1f5fb95,90,854,480,./masks/549ff1f5fb95/2,549ff1f5fb95_2,./boxs/549ff1f5fb95/2
a lady braiding girl's hair,./videos/549ff1f5fb95,90,854,480,./masks/549ff1f5fb95/3,549ff1f5fb95_3,./boxs/549ff1f5fb95/3
human helping little girl with hair,./videos/549ff1f5fb95,90,854,480,./masks/549ff1f5fb95/4,549ff1f5fb95_4,./boxs/549ff1f5fb95/4
a woman braiding girl's hair,./videos/549ff1f5fb95,90,854,480,./masks/549ff1f5fb95/5,549ff1f5fb95_5,./boxs/549ff1f5fb95/5
girl seated and having her hair fixed by others,./videos/549ff1f5fb95,90,854,480,./masks/549ff1f5fb95/6,549ff1f5fb95_6,./boxs/549ff1f5fb95/6
shark facing left and turning around and swimming to the right,./videos/c5a0a23055c3,60,3840,2160,./masks/c5a0a23055c3/0,c5a0a23055c3_0,./boxs/c5a0a23055c3/0
shark swimming to the left,./videos/c5a0a23055c3,60,3840,2160,./masks/c5a0a23055c3/1,c5a0a23055c3_1,./boxs/c5a0a23055c3/1
shark swimming from right to left,./videos/c5a0a23055c3,60,3840,2160,./masks/c5a0a23055c3/2,c5a0a23055c3_2,./boxs/c5a0a23055c3/2
shark swimming from left to right,./videos/c5a0a23055c3,60,3840,2160,./masks/c5a0a23055c3/3,c5a0a23055c3_3,./boxs/c5a0a23055c3/3
fish,./videos/c5a0a23055c3,60,3840,2160,./masks/c5a0a23055c3/4,c5a0a23055c3_4,./boxs/c5a0a23055c3/4
shark swimming left and then turning around,./videos/c5a0a23055c3,60,3840,2160,./masks/c5a0a23055c3/5,c5a0a23055c3_5,./boxs/c5a0a23055c3/5
sharks swimming left,./videos/c5a0a23055c3,60,3840,2160,./masks/c5a0a23055c3/6,c5a0a23055c3_6,./boxs/c5a0a23055c3/6
sharks swimming right,./videos/c5a0a23055c3,60,3840,2160,./masks/c5a0a23055c3/7,c5a0a23055c3_7,./boxs/c5a0a23055c3/7
little fish swimming left,./videos/c5a0a23055c3,60,3840,2160,./masks/c5a0a23055c3/8,c5a0a23055c3_8,./boxs/c5a0a23055c3/8
swimming sharks,./videos/c5a0a23055c3,60,3840,2160,./masks/c5a0a23055c3/9,c5a0a23055c3_9,./boxs/c5a0a23055c3/9
black and white striped fish moving to left,./videos/c5a0a23055c3,60,3840,2160,./masks/c5a0a23055c3/10,c5a0a23055c3_10,./boxs/c5a0a23055c3/10
shark swim from right to left,./videos/c5a0a23055c3,60,3840,2160,./masks/c5a0a23055c3/11,c5a0a23055c3_11,./boxs/c5a0a23055c3/11
shark swim from left to right,./videos/c5a0a23055c3,60,3840,2160,./masks/c5a0a23055c3/12,c5a0a23055c3_12,./boxs/c5a0a23055c3/12
shark swim form left to right then back,./videos/c5a0a23055c3,60,3840,2160,./masks/c5a0a23055c3/13,c5a0a23055c3_13,./boxs/c5a0a23055c3/13
shark facing left-side and turning around and swimming to the right-side,./videos/c5a0a23055c3,60,3840,2160,./masks/c5a0a23055c3/14,c5a0a23055c3_14,./boxs/c5a0a23055c3/14
shark swimming to the left-side,./videos/c5a0a23055c3,60,3840,2160,./masks/c5a0a23055c3/15,c5a0a23055c3_15,./boxs/c5a0a23055c3/15
shark swimming from right-side to left-side,./videos/c5a0a23055c3,60,3840,2160,./masks/c5a0a23055c3/16,c5a0a23055c3_16,./boxs/c5a0a23055c3/16
shark swimming from left-side to right-side,./videos/c5a0a23055c3,60,3840,2160,./masks/c5a0a23055c3/17,c5a0a23055c3_17,./boxs/c5a0a23055c3/17
shark swimming left-side and then turning around,./videos/c5a0a23055c3,60,3840,2160,./masks/c5a0a23055c3/18,c5a0a23055c3_18,./boxs/c5a0a23055c3/18
sharks swimming left-side,./videos/c5a0a23055c3,60,3840,2160,./masks/c5a0a23055c3/19,c5a0a23055c3_19,./boxs/c5a0a23055c3/19
sharks swimming right-side,./videos/c5a0a23055c3,60,3840,2160,./masks/c5a0a23055c3/20,c5a0a23055c3_20,./boxs/c5a0a23055c3/20
little fish swimming left-side,./videos/c5a0a23055c3,60,3840,2160,./masks/c5a0a23055c3/21,c5a0a23055c3_21,./boxs/c5a0a23055c3/21
black and white striped fish shifting to left-side,./videos/c5a0a23055c3,60,3840,2160,./masks/c5a0a23055c3/22,c5a0a23055c3_22,./boxs/c5a0a23055c3/22
shark swim from right-side to left-side,./videos/c5a0a23055c3,60,3840,2160,./masks/c5a0a23055c3/23,c5a0a23055c3_23,./boxs/c5a0a23055c3/23
elephant moving forward,./videos/c38804453db9,82,640,368,./masks/c38804453db9/0,c38804453db9_0,./boxs/c38804453db9/0
bird flying up,./videos/c38804453db9,82,640,368,./masks/c38804453db9/1,c38804453db9_1,./boxs/c38804453db9/1
elephant walking forward,./videos/c38804453db9,82,640,368,./masks/c38804453db9/2,c38804453db9_2,./boxs/c38804453db9/2
"elephant standing, then hesitating back and forth",./videos/c38804453db9,82,640,368,./masks/c38804453db9/3,c38804453db9_3,./boxs/c38804453db9/3
elephant hesitating back and forth,./videos/c38804453db9,82,640,368,./masks/c38804453db9/4,c38804453db9_4,./boxs/c38804453db9/4
bird flying away,./videos/c38804453db9,82,640,368,./masks/c38804453db9/5,c38804453db9_5,./boxs/c38804453db9/5
elephant keeps moving to right,./videos/c38804453db9,82,640,368,./masks/c38804453db9/6,c38804453db9_6,./boxs/c38804453db9/6
smaller elephant standing first then moving to right,./videos/c38804453db9,82,640,368,./masks/c38804453db9/7,c38804453db9_7,./boxs/c38804453db9/7
bigger elephant standing first then moving to right,./videos/c38804453db9,82,640,368,./masks/c38804453db9/8,c38804453db9_8,./boxs/c38804453db9/8
three elephants,./videos/c38804453db9,82,640,368,./masks/c38804453db9/9,c38804453db9_9,./boxs/c38804453db9/9
elephant walk towards us without hesitate,./videos/c38804453db9,82,640,368,./masks/c38804453db9/10,c38804453db9_10,./boxs/c38804453db9/10
shark swim from left-side to right-side,./videos/c5a0a23055c3,60,3840,2160,./masks/c5a0a23055c3/24,c5a0a23055c3_24,./boxs/c5a0a23055c3/24
elephants walk with hesitate,./videos/c38804453db9,82,640,368,./masks/c38804453db9/11,c38804453db9_11,./boxs/c38804453db9/11
elephant shifting forward,./videos/c38804453db9,82,640,368,./masks/c38804453db9/12,c38804453db9_12,./boxs/c38804453db9/12
elephant moving forward,./videos/c38804453db9,82,640,368,./masks/c38804453db9/13,c38804453db9_13,./boxs/c38804453db9/13
"elephant staying, then hesitating back-side and forth",./videos/c38804453db9,82,640,368,./masks/c38804453db9/14,c38804453db9_14,./boxs/c38804453db9/14
elephant hesitating back-side and forth,./videos/c38804453db9,82,640,368,./masks/c38804453db9/15,c38804453db9_15,./boxs/c38804453db9/15
shark swim form left-side to right-side then back,./videos/c5a0a23055c3,60,3840,2160,./masks/c5a0a23055c3/25,c5a0a23055c3_25,./boxs/c5a0a23055c3/25
elephant keeps shifting to right-side,./videos/c38804453db9,82,640,368,./masks/c38804453db9/16,c38804453db9_16,./boxs/c38804453db9/16
smaller elephant staying first then shifting to right-side,./videos/c38804453db9,82,640,368,./masks/c38804453db9/17,c38804453db9_17,./boxs/c38804453db9/17
bigger elephant staying first then shifting to right-side,./videos/c38804453db9,82,640,368,./masks/c38804453db9/18,c38804453db9_18,./boxs/c38804453db9/18
elephant move towards us without hesitate,./videos/c38804453db9,82,640,368,./masks/c38804453db9/19,c38804453db9_19,./boxs/c38804453db9/19
elephants move with hesitate,./videos/c38804453db9,82,640,368,./masks/c38804453db9/20,c38804453db9_20,./boxs/c38804453db9/20
the elephant that has walked the farthest distance.,./videos/c38804453db9,82,640,368,./masks/c38804453db9/21,c38804453db9_21,./boxs/c38804453db9/21
the elephant that has covered the most ground while walking.,./videos/c38804453db9,82,640,368,./masks/c38804453db9/22,c38804453db9_22,./boxs/c38804453db9/22
the elephant that has traveled the longest distance on foot.,./videos/c38804453db9,82,640,368,./masks/c38804453db9/23,c38804453db9_23,./boxs/c38804453db9/23
the elephant that has moved the greatest distance while walking.,./videos/c38804453db9,82,640,368,./masks/c38804453db9/24,c38804453db9_24,./boxs/c38804453db9/24
the elephant that has gone the farthest while on the move.,./videos/c38804453db9,82,640,368,./masks/c38804453db9/25,c38804453db9_25,./boxs/c38804453db9/25
avian creature flying away,./videos/c38804453db9,82,640,368,./masks/c38804453db9/26,c38804453db9_26,./boxs/c38804453db9/26
shark swim form left towards the right then back,./videos/c5a0a23055c3,60,3840,2160,./masks/c5a0a23055c3/26,c5a0a23055c3_26,./boxs/c5a0a23055c3/26
the elephant that has gone the farthest while on the go.,./videos/c38804453db9,82,640,368,./masks/c38804453db9/27,c38804453db9_27,./boxs/c38804453db9/27
the two people standing on the far right,./videos/87aef1e8d0fc,90,854,480,./masks/87aef1e8d0fc/0,87aef1e8d0fc_0,./boxs/87aef1e8d0fc/0
parked black car in the middle distance without moving position,./videos/87aef1e8d0fc,90,854,480,./masks/87aef1e8d0fc/1,87aef1e8d0fc_1,./boxs/87aef1e8d0fc/1
two people waving hands and throwing torches at each other,./videos/87aef1e8d0fc,90,854,480,./masks/87aef1e8d0fc/2,87aef1e8d0fc_2,./boxs/87aef1e8d0fc/2
the right one of the two people waving hands and throwing torches at each other,./videos/87aef1e8d0fc,90,854,480,./masks/87aef1e8d0fc/3,87aef1e8d0fc_3,./boxs/87aef1e8d0fc/3
the left one of the two people waving hands and throwing torches at each other,./videos/87aef1e8d0fc,90,854,480,./masks/87aef1e8d0fc/4,87aef1e8d0fc_4,./boxs/87aef1e8d0fc/4
people are playing fireworks,./videos/87aef1e8d0fc,90,854,480,./masks/87aef1e8d0fc/5,87aef1e8d0fc_5,./boxs/87aef1e8d0fc/5
two men are jiggling fireworks,./videos/87aef1e8d0fc,90,854,480,./masks/87aef1e8d0fc/6,87aef1e8d0fc_6,./boxs/87aef1e8d0fc/6
the two people staying on the far right-side,./videos/87aef1e8d0fc,90,854,480,./masks/87aef1e8d0fc/7,87aef1e8d0fc_7,./boxs/87aef1e8d0fc/7
parked black car in the middle distance without shifting position,./videos/87aef1e8d0fc,90,854,480,./masks/87aef1e8d0fc/8,87aef1e8d0fc_8,./boxs/87aef1e8d0fc/8
the right-side one of the two people waving hands and throwing torches at each other,./videos/87aef1e8d0fc,90,854,480,./masks/87aef1e8d0fc/9,87aef1e8d0fc_9,./boxs/87aef1e8d0fc/9
the left-side one of the two people waving hands and throwing torches at each other,./videos/87aef1e8d0fc,90,854,480,./masks/87aef1e8d0fc/10,87aef1e8d0fc_10,./boxs/87aef1e8d0fc/10
people are frolicking fireworks,./videos/87aef1e8d0fc,90,854,480,./masks/87aef1e8d0fc/11,87aef1e8d0fc_11,./boxs/87aef1e8d0fc/11
parked black car in the middle distance without altering location,./videos/87aef1e8d0fc,90,854,480,./masks/87aef1e8d0fc/12,87aef1e8d0fc_12,./boxs/87aef1e8d0fc/12
two persons dancing,./videos/01ab6efe576e,90,872,480,./masks/01ab6efe576e/0,01ab6efe576e_0,./boxs/01ab6efe576e/0
two men dancing,./videos/01ab6efe576e,90,872,480,./masks/01ab6efe576e/1,01ab6efe576e_1,./boxs/01ab6efe576e/1
two humans dancing,./videos/01ab6efe576e,90,872,480,./masks/01ab6efe576e/2,01ab6efe576e_2,./boxs/01ab6efe576e/2
rabbit running around in circles,./videos/7ad2352e8663,54,1104,544,./masks/7ad2352e8663/0,7ad2352e8663_0,./boxs/7ad2352e8663/0
black rabbit run in circle,./videos/7ad2352e8663,54,1104,544,./masks/7ad2352e8663/1,7ad2352e8663_1,./boxs/7ad2352e8663/1
white rabbit run in circle,./videos/7ad2352e8663,54,1104,544,./masks/7ad2352e8663/2,7ad2352e8663_2,./boxs/7ad2352e8663/2
running white rabbit,./videos/7ad2352e8663,54,1104,544,./masks/7ad2352e8663/3,7ad2352e8663_3,./boxs/7ad2352e8663/3
moving black rabbit,./videos/7ad2352e8663,54,1104,544,./masks/7ad2352e8663/4,7ad2352e8663_4,./boxs/7ad2352e8663/4
white rabbit run around,./videos/7ad2352e8663,54,1104,544,./masks/7ad2352e8663/5,7ad2352e8663_5,./boxs/7ad2352e8663/5
black rabbit run around,./videos/7ad2352e8663,54,1104,544,./masks/7ad2352e8663/6,7ad2352e8663_6,./boxs/7ad2352e8663/6
the two rabbits actively moving in circles around each other.,./videos/7ad2352e8663,54,1104,544,./masks/7ad2352e8663/7,7ad2352e8663_7,./boxs/7ad2352e8663/7
the dynamic motion of the two rabbits as they twirl around each other.,./videos/7ad2352e8663,54,1104,544,./masks/7ad2352e8663/8,7ad2352e8663_8,./boxs/7ad2352e8663/8
the lively interaction between the two rabbits as they spin in circles together.,./videos/7ad2352e8663,54,1104,544,./masks/7ad2352e8663/9,7ad2352e8663_9,./boxs/7ad2352e8663/9
the energetic movement of the two rabbits as they dance around each other.,./videos/7ad2352e8663,54,1104,544,./masks/7ad2352e8663/10,7ad2352e8663_10,./boxs/7ad2352e8663/10
the agile motion of the two rabbits as they swirl in circles together.,./videos/7ad2352e8663,54,1104,544,./masks/7ad2352e8663/11,7ad2352e8663_11,./boxs/7ad2352e8663/11
"the two rabbits engaging in playful antics, hopping and twirling around each other.",./videos/7ad2352e8663,54,1104,544,./masks/7ad2352e8663/12,7ad2352e8663_12,./boxs/7ad2352e8663/12
the two rabbits frolicking and spinning in circles together.,./videos/7ad2352e8663,54,1104,544,./masks/7ad2352e8663/13,7ad2352e8663_13,./boxs/7ad2352e8663/13
"the two rabbits bouncing and twirling, engaging in a lively game of chase.",./videos/7ad2352e8663,54,1104,544,./masks/7ad2352e8663/14,7ad2352e8663_14,./boxs/7ad2352e8663/14
the two rabbits playfully hopping and circling around each other.,./videos/7ad2352e8663,54,1104,544,./masks/7ad2352e8663/15,7ad2352e8663_15,./boxs/7ad2352e8663/15
the two rabbits joyfully bounding and rotating in circles side by side.,./videos/7ad2352e8663,54,1104,544,./masks/7ad2352e8663/16,7ad2352e8663_16,./boxs/7ad2352e8663/16
the two rabbits gleefully chasing and twirling around each other.,./videos/7ad2352e8663,54,1104,544,./masks/7ad2352e8663/17,7ad2352e8663_17,./boxs/7ad2352e8663/17
the two rabbits merrily hopping and spinning together.,./videos/7ad2352e8663,54,1104,544,./masks/7ad2352e8663/18,7ad2352e8663_18,./boxs/7ad2352e8663/18
two referees standing next to the goal,./videos/4c715bef366f,90,640,480,./masks/4c715bef366f/0,4c715bef366f_0,./boxs/4c715bef366f/0
referee standing on the far left,./videos/4c715bef366f,90,640,480,./masks/4c715bef366f/1,4c715bef366f_1,./boxs/4c715bef366f/1
players play games,./videos/4c715bef366f,90,640,480,./masks/4c715bef366f/2,4c715bef366f_2,./boxs/4c715bef366f/2
two referees staying next to the goal,./videos/4c715bef366f,90,640,480,./masks/4c715bef366f/3,4c715bef366f_3,./boxs/4c715bef366f/3
referee staying on the far left-side,./videos/4c715bef366f,90,640,480,./masks/4c715bef366f/4,4c715bef366f_4,./boxs/4c715bef366f/4
man shaving his legs,./videos/5e61fa2ce850,90,640,480,./masks/5e61fa2ce850/0,5e61fa2ce850_0,./boxs/5e61fa2ce850/0
razor for shaving leg,./videos/5e61fa2ce850,90,640,480,./masks/5e61fa2ce850/1,5e61fa2ce850_1,./boxs/5e61fa2ce850/1
a man shaving leg's hair,./videos/5e61fa2ce850,90,640,480,./masks/5e61fa2ce850/2,5e61fa2ce850_2,./boxs/5e61fa2ce850/2
"man surfing, jumping, falling",./videos/0ac6f01cd2a2,90,640,480,./masks/0ac6f01cd2a2/0,0ac6f01cd2a2_0,./boxs/0ac6f01cd2a2/0
a man surfing,./videos/0ac6f01cd2a2,90,640,480,./masks/0ac6f01cd2a2/1,0ac6f01cd2a2_1,./boxs/0ac6f01cd2a2/1
"man surfing, leaping, falling",./videos/0ac6f01cd2a2,90,640,480,./masks/0ac6f01cd2a2/2,0ac6f01cd2a2_2,./boxs/0ac6f01cd2a2/2
person who jumps up and kicks another person down,./videos/80cfdfe2f0a6,90,480,852,./masks/80cfdfe2f0a6/0,80cfdfe2f0a6_0,./boxs/80cfdfe2f0a6/0
the person being kicked down by another person,./videos/80cfdfe2f0a6,90,480,852,./masks/80cfdfe2f0a6/1,80cfdfe2f0a6_1,./boxs/80cfdfe2f0a6/1
persons sitting on the left,./videos/80cfdfe2f0a6,90,480,852,./masks/80cfdfe2f0a6/2,80cfdfe2f0a6_2,./boxs/80cfdfe2f0a6/2
a man jumps up and attack the defender,./videos/80cfdfe2f0a6,90,480,852,./masks/80cfdfe2f0a6/3,80cfdfe2f0a6_3,./boxs/80cfdfe2f0a6/3
the defender is kicked down by the attacking man,./videos/80cfdfe2f0a6,90,480,852,./masks/80cfdfe2f0a6/4,80cfdfe2f0a6_4,./boxs/80cfdfe2f0a6/4
two men sitting down and protecting the defender,./videos/80cfdfe2f0a6,90,480,852,./masks/80cfdfe2f0a6/5,80cfdfe2f0a6_5,./boxs/80cfdfe2f0a6/5
audience are looking at the attack,./videos/80cfdfe2f0a6,90,480,852,./masks/80cfdfe2f0a6/6,80cfdfe2f0a6_6,./boxs/80cfdfe2f0a6/6
human who jumps up and kicks another human down,./videos/80cfdfe2f0a6,90,480,852,./masks/80cfdfe2f0a6/7,80cfdfe2f0a6_7,./boxs/80cfdfe2f0a6/7
the human being kicked down by another human,./videos/80cfdfe2f0a6,90,480,852,./masks/80cfdfe2f0a6/8,80cfdfe2f0a6_8,./boxs/80cfdfe2f0a6/8
humans sitting on the left-side,./videos/80cfdfe2f0a6,90,480,852,./masks/80cfdfe2f0a6/9,80cfdfe2f0a6_9,./boxs/80cfdfe2f0a6/9
persons seated on the left,./videos/80cfdfe2f0a6,90,480,852,./masks/80cfdfe2f0a6/10,80cfdfe2f0a6_10,./boxs/80cfdfe2f0a6/10
two men seated down and protecting the defender,./videos/80cfdfe2f0a6,90,480,852,./masks/80cfdfe2f0a6/11,80cfdfe2f0a6_11,./boxs/80cfdfe2f0a6/11
audience are watching the attack,./videos/80cfdfe2f0a6,90,480,852,./masks/80cfdfe2f0a6/12,80cfdfe2f0a6_12,./boxs/80cfdfe2f0a6/12
humans seated on the left-side,./videos/80cfdfe2f0a6,90,480,852,./masks/80cfdfe2f0a6/13,80cfdfe2f0a6_13,./boxs/80cfdfe2f0a6/13
"the giraffe initially positioned on the far right, turns around and runs in the direction away from us.",./videos/cc4ed41c0eeb,106,720,720,./masks/cc4ed41c0eeb/0,cc4ed41c0eeb_0,./boxs/cc4ed41c0eeb/0
"the giraffe that starts off on the rightmost side, then turns and dashes away from our direction.",./videos/cc4ed41c0eeb,106,720,720,./masks/cc4ed41c0eeb/1,cc4ed41c0eeb_1,./boxs/cc4ed41c0eeb/1
"the giraffe standing at the extreme right initially, turns and heads away from us in its run.",./videos/cc4ed41c0eeb,106,720,720,./masks/cc4ed41c0eeb/2,cc4ed41c0eeb_2,./boxs/cc4ed41c0eeb/2
"the giraffe placed at the rightmost position to begin with, changes direction and runs away from us.",./videos/cc4ed41c0eeb,106,720,720,./masks/cc4ed41c0eeb/3,cc4ed41c0eeb_3,./boxs/cc4ed41c0eeb/3
"the giraffe that starts from the far right, turns around, and starts running away from us.",./videos/cc4ed41c0eeb,106,720,720,./masks/cc4ed41c0eeb/4,cc4ed41c0eeb_4,./boxs/cc4ed41c0eeb/4
"the giraffe initially located on the rightmost side, turns and starts its run away from us.",./videos/cc4ed41c0eeb,106,720,720,./masks/cc4ed41c0eeb/5,cc4ed41c0eeb_5,./boxs/cc4ed41c0eeb/5
"the giraffe at the back of the middle, as the herd turns and runs away.",./videos/cc4ed41c0eeb,106,720,720,./masks/cc4ed41c0eeb/6,cc4ed41c0eeb_6,./boxs/cc4ed41c0eeb/6
"the last giraffe in the middle of the group, as they turn and flee.",./videos/cc4ed41c0eeb,106,720,720,./masks/cc4ed41c0eeb/7,cc4ed41c0eeb_7,./boxs/cc4ed41c0eeb/7
the slide on the water,./videos/8a75bfa09961,90,480,854,./masks/8a75bfa09961/0,8a75bfa09961_0,./boxs/8a75bfa09961/0
little boy playing on slide,./videos/8a75bfa09961,90,480,854,./masks/8a75bfa09961/1,8a75bfa09961_1,./boxs/8a75bfa09961/1
a boy is sliding slope,./videos/8a75bfa09961,90,480,854,./masks/8a75bfa09961/2,8a75bfa09961_2,./boxs/8a75bfa09961/2
little boy frolicking on slide,./videos/8a75bfa09961,90,480,854,./masks/8a75bfa09961/3,8a75bfa09961_3,./boxs/8a75bfa09961/3
shirtless man bending down to speak,./videos/c42b7fa62d77,90,640,480,./masks/c42b7fa62d77/0,c42b7fa62d77_0,./boxs/c42b7fa62d77/0
a man talking,./videos/c42b7fa62d77,90,640,480,./masks/c42b7fa62d77/1,c42b7fa62d77_1,./boxs/c42b7fa62d77/1
three seated people stretching forward and making grimacing faces,./videos/73989ad5a803,90,854,480,./masks/73989ad5a803/0,73989ad5a803_0,./boxs/73989ad5a803/0
three seated people in white stretching forward,./videos/73989ad5a803,90,854,480,./masks/73989ad5a803/1,73989ad5a803_1,./boxs/73989ad5a803/1
the woman sitting at the front sticking out her tongue,./videos/73989ad5a803,90,854,480,./masks/73989ad5a803/2,73989ad5a803_2,./boxs/73989ad5a803/2
man sitting on the left,./videos/73989ad5a803,90,854,480,./masks/73989ad5a803/3,73989ad5a803_3,./boxs/73989ad5a803/3
people are sitting on ground and bend forward,./videos/73989ad5a803,90,854,480,./masks/73989ad5a803/4,73989ad5a803_4,./boxs/73989ad5a803/4
man sitting on the left-side,./videos/73989ad5a803,90,854,480,./masks/73989ad5a803/5,73989ad5a803_5,./boxs/73989ad5a803/5
the woman seated at the front sticking out her tongue,./videos/73989ad5a803,90,854,480,./masks/73989ad5a803/6,73989ad5a803_6,./boxs/73989ad5a803/6
